City_ID,City Name,Latitude,Longitude,Temperature,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Country
323,Ejea de los Caballeros,42.1263,-1.1372,41.22,41.22,41.22,80,83,27.4,ES
324,Daru,-9.0763,143.2092,81.28,81.28,81.28,81,100,1.86,PG
325,Colorado,-22.8375,-51.9731,73.15,73.15,73.15,88,100,1.36,BR
326,Palmer,42.1584,-72.3287,30.94,33.22,29.01,63,100,6.91,US
327,Port Augusta,-32.5,137.7667,79.45,79.45,79.45,29,98,18.32,AU
328,Iwanai,42.9744,140.5089,31.33,31.33,31.33,62,100,12.62,JP
329,Mugia,43.1041,-9.2179,54.75,54.75,54.75,68,87,24.29,ES
330,Kalach,50.4258,41.0261,22.17,22.17,22.17,81,86,12.93,RU
331,São Paulo de Olivença,-3.3783,-68.8725,73.65,73.65,73.65,100,97,3.13,BR
332,İyidere,41.0119,40.3619,53.53,53.53,53.53,57,0,6.38,TR
333,Adamovka,51.5223,59.9396,-1.68,-1.68,-1.68,95,30,3.6,RU
334,Halifax,44.6453,-63.5724,17.83,18.45,15.35,80,0,1.01,CA
335,Mount Pearl,47.5166,-52.7813,27.12,29.14,25.74,89,100,16.11,CA
336,Callao,-12.0667,-77.15,68.29,69.71,68.29,77,0,14.97,PE
337,Masterton,-40.9597,175.6575,67.95,67.95,67.95,59,100,12.06,NZ
338,Nemuro,43.3236,145.575,31.77,31.77,31.77,47,20,23.02,JP
339,Sanshui,23.1549,112.8916,64.99,64.99,64.99,41,21,12.86,CN
340,Karachi,24.9056,67.0822,58.82,58.82,58.82,36,6,3.44,PK
341,Grande Prairie,55.1667,-118.8027,33.98,33.98,33.98,93,100,9.22,CA
342,Zakynthos,37.7914,20.8953,57.4,57.4,57.4,68,100,1.88,GR
343,Santiago,-33.4569,-70.6483,61.05,65.86,61.05,41,50,1.01,CL
344,Smirnykh,49.75,142.8333,25.03,25.03,25.03,71,97,11.54,RU
345,Naranjal,-2.6667,-79.6167,75.6,75.6,75.6,87,95,2.42,EC
346,Antofagasta,-23.65,-70.4,60.08,60.08,60.08,87,57,5.01,CL
347,Vilyuysk,63.7553,121.6247,-15.9,-15.9,-15.9,99,95,4.36,RU
348,Margate,51.3813,1.3862,46.6,46.69,45.7,86,99,10.0,GB
349,San Andrés,12.5847,-81.7006,82.42,82.42,82.42,83,20,16.11,CO
350,Ulladulla,-35.35,150.4667,65.7,65.7,65.7,71,100,7.76,AU
351,Kurumkan,54.3,110.3,11.93,11.93,11.93,95,98,0.87,RU
352,Oranjemund,-28.55,16.4333,60.19,60.19,60.19,87,12,8.81,NA
353,Toliara,-23.35,43.6667,81.16,81.16,81.16,56,18,11.3,MG
354,Myeik,12.4333,98.6,88.09,88.09,88.09,59,82,4.34,MM
355,Kruisfontein,-34.0033,24.7314,63.36,63.36,63.36,87,5,4.83,ZA
356,Kazanskoye,55.6448,69.235,-2.15,-2.15,-2.15,99,89,3.2,RU
357,Ploudalmézeau,48.5333,-4.65,49.08,49.08,48.58,69,100,25.32,FR
358,Jolo,6.05,121.0167,79.41,79.41,79.41,88,100,2.71,PH
359,Prilep,41.3464,21.5544,34.07,34.07,34.07,88,35,1.19,MK
360,Iquitos,-3.7481,-73.2472,77.04,77.04,77.04,94,75,5.75,PE
361,Puerto Armuelles,8.2833,-82.8667,79.09,79.09,79.09,71,34,1.01,PA
362,Usinsk,65.9939,57.5281,7.02,7.02,7.02,95,100,16.89,RU
363,Sittwe,20.15,92.9,76.57,76.57,76.57,44,47,5.44,MM
364,Safi,32.1667,-8.8333,55.42,55.42,55.42,92,96,8.57,MA
365,Retreat,38.8245,-85.8533,43.99,43.99,43.99,46,53,3.0,US
366,Laojunmiao,39.8333,97.7333,21.65,21.65,21.65,49,90,2.17,CN
367,Merritt Island,28.5392,-80.672,54.82,57.22,51.03,87,0,7.0,US
368,Qina,26.1642,32.7267,59.7,59.7,59.7,37,94,4.43,EG
369,Mitchell,43.7094,-98.0298,42.78,42.78,42.78,45,0,5.75,US
370,Ulsteinvik,62.3432,5.8487,39.15,39.31,36.5,90,100,5.1,NO
371,Petauke,-14.2426,31.3253,68.74,68.74,68.74,83,87,3.18,ZM
372,Bardai,11.65,7.2333,55.62,55.62,55.62,27,2,10.49,NG
373,Boden,65.8252,21.6886,31.89,31.89,31.89,86,100,8.48,SE
374,Yenişarbademli,37.7078,31.3864,38.82,38.82,38.82,91,86,13.31,TR
375,Jaisalmer,26.9147,70.9181,65.48,65.48,65.48,10,0,14.23,IN
376,Vadsø,70.0744,29.7487,33.96,33.96,33.96,80,75,18.41,NO
377,Taroa,8.7058,171.2275,82.2,82.2,82.2,83,78,22.64,MH
378,Alice Springs,-23.7,133.8833,98.15,98.15,98.15,39,20,8.05,AU
379,Thunder Bay,48.4001,-89.3168,35.51,35.58,35.51,93,100,5.75,CA
380,Uturoa,-16.7333,-151.4333,81.01,81.01,81.01,77,84,17.2,PF
381,Tres Arroyos,-38.3739,-60.2798,43.86,43.86,43.86,81,0,3.71,AR
382,Porto-Novo,6.4965,2.6036,76.69,76.69,76.69,74,11,3.89,BJ
383,Saint-Joseph,-21.3667,55.6167,80.98,80.98,80.98,79,3,8.05,RE
384,Port Shepstone,-30.7414,30.455,72.64,72.64,72.64,86,83,16.49,ZA
385,Rio Verde de Mato Grosso,-18.9181,-54.8442,76.19,76.19,76.19,78,72,4.7,BR
386,Arrondissement de Saint-Julien-en-Genevois,46.0833,6.0833,33.87,33.87,33.39,93,100,6.91,FR
387,Suşehri,40.1644,38.0867,30.74,30.74,30.74,80,7,3.15,TR
388,Kayyerkan,69.3786,87.7439,-6.36,-6.36,-6.36,98,100,7.31,RU
389,Howrah,22.5892,88.3103,69.8,69.8,69.8,56,85,4.61,IN
390,Kargasok,59.0556,80.8572,-3.53,-3.53,-3.53,97,27,8.41,RU
391,Ugoofaaru,5.6667,73.0,80.6,80.6,80.6,69,38,1.72,MV
392,Labuan,5.2767,115.2417,86.09,86.36,86.09,70,40,3.44,MY
393,Rio Grande,-32.035,-52.0986,59.13,59.13,59.13,69,40,12.55,BR
394,Konark,19.9,86.1167,75.4,75.4,75.4,77,98,9.55,IN
395,Kourou,5.1552,-52.6478,74.21,74.21,74.21,92,5,4.38,GF
396,Miyaly,48.8844,53.7836,20.14,20.14,20.14,51,78,8.19,KZ
397,Chilaw,7.5758,79.7953,80.91,80.91,80.91,76,99,13.4,LK
398,Panama City Beach,30.1766,-85.8055,39.33,46.42,39.33,93,0,0.0,US
399,Greenville,35.6127,-77.3663,35.17,36.12,33.82,58,0,5.75,US
400,Yunyang,33.4474,112.7142,42.64,42.64,42.64,35,100,4.61,CN
401,Kilakarai,9.2333,78.7833,82.6,82.6,82.6,71,86,7.31,IN
402,Tecate,32.5667,-116.6333,62.58,62.58,54.36,30,0,1.68,MX
403,Naryan-Mar,67.6713,53.087,13.26,13.26,13.26,93,93,14.52,RU
404,Rio Preto da Eva,-2.6994,-59.6997,74.25,74.25,74.25,96,71,2.04,BR
405,Łobez,53.6392,15.6213,38.68,38.68,38.68,95,100,11.5,PL
406,Kaohsiung City,22.6163,120.3133,75.04,76.95,75.04,76,40,4.61,TW
407,Ad Dabbah,18.05,30.95,69.3,69.3,69.3,28,34,8.19,SD
408,Zhangye,38.9342,100.4517,22.73,22.73,22.73,45,100,3.04,CN
409,Miðvágur,62.0511,-7.1939,36.43,36.43,36.43,75,100,20.71,FO
410,Kalmunai,7.4167,81.8167,81.46,81.46,81.46,76,100,9.26,LK
411,Tarauacá,-8.1614,-70.7656,73.42,73.42,73.42,93,95,0.94,BR
412,Puerto Ayacucho,5.6639,-67.6236,79.23,79.23,79.23,68,64,2.66,VE
413,Belle Chasse,29.8549,-89.9906,53.04,55.38,52.0,67,100,4.0,US
414,Minas de Marcona,-15.2119,-75.1103,59.04,59.04,59.04,86,85,11.79,PE
415,Māgadi,12.9667,77.2333,72.34,72.34,72.34,75,100,3.27,IN
416,Leh,34.1667,77.5833,13.93,13.93,13.93,32,80,3.71,IN
417,Conception Bay South,47.4999,-52.9981,27.3,28.92,26.33,90,100,14.63,CA
418,Durbuy,50.35,5.4667,40.1,40.1,40.1,100,100,8.52,BE
419,Severnoye,56.3491,78.3619,-2.79,-2.79,-2.79,100,82,6.26,RU
420,Port Lincoln,-34.7333,135.8667,66.78,66.78,66.78,56,77,10.33,AU
421,Ca Mau,9.1769,105.15,86.25,86.25,86.25,68,100,6.58,VN
422,Puerto Baquerizo Moreno,-0.9,-89.6,72.91,72.91,72.91,86,97,9.22,EC
423,Shawinigan,46.5668,-72.7491,10.92,13.24,10.92,79,100,4.61,CA
424,Banda Aceh,5.5577,95.3222,83.88,83.88,83.88,74,51,4.97,ID
425,Castillos,-34.1667,-53.8333,46.78,46.78,46.78,78,14,5.08,UY
426,Naberera,-4.2,36.9333,64.56,64.56,64.56,81,17,7.38,TZ
427,Amga,60.8953,131.9608,3.87,3.87,3.87,92,100,7.29,RU
428,Bhīmunipatnam,17.8833,83.4333,78.31,78.31,78.31,60,39,2.48,IN
429,Wattegama,6.7989,81.4808,78.6,78.6,78.6,76,99,6.04,LK
430,Argos,37.6333,22.7333,51.94,51.94,51.94,83,43,2.82,GR
431,Nayoro,44.3506,142.4578,26.31,26.31,26.31,78,76,8.61,JP
432,Saint-Philippe,-21.3585,55.7679,77.59,77.59,77.59,83,4,7.81,RE
433,Aljezur,37.3191,-8.8033,49.5,49.5,49.5,69,99,16.55,PT
434,Selkirk,50.1436,-96.8845,26.33,26.33,26.33,97,98,5.46,CA
435,Old Town,50.087,14.4202,39.15,40.96,37.87,95,100,5.75,CZ
436,Al Muwayh,22.4333,41.7583,61.25,61.25,61.25,35,17,12.19,SA
437,Kavieng,-2.5744,150.7967,83.03,83.03,83.03,75,100,7.65,PG
438,Akkuş,40.7931,37.0164,34.48,34.48,34.48,75,21,9.35,TR
439,Coxen Hole,16.3244,-86.5366,78.08,78.08,78.08,78,75,8.05,HN
440,Bāglung,28.2719,83.5898,58.82,58.82,58.82,51,0,3.33,NP
441,‘Alāqahdārī Dīshū,30.4374,63.313,42.66,42.66,42.66,40,0,12.3,AF
442,Chandler,33.3062,-111.8412,60.01,64.83,56.95,44,0,1.99,US
443,Mukalla,14.5425,49.1242,78.42,78.42,78.42,37,94,8.1,YE
444,Cabo San Lucas,22.8909,-109.9124,75.76,75.76,75.76,54,100,8.01,MX
445,Tanjung Selor,2.8372,117.3642,78.19,78.19,78.19,97,100,2.46,ID
446,Nola,40.922,14.5329,53.11,55.02,52.65,92,82,1.28,IT
447,Great Falls,47.5002,-111.3008,53.24,54.16,52.99,27,0,16.11,US
448,Iquique,-20.2208,-70.1431,66.85,66.85,66.85,69,73,5.23,CL
449,Lüshunkou,38.8,121.2667,39.42,39.42,39.42,42,2,8.52,CN
450,Kralendijk,12.15,-68.2667,82.38,82.38,82.38,74,75,11.5,BQ
451,Bismarck,46.8083,-100.7837,33.64,40.06,33.64,80,0,4.61,US
452,Paciran,-6.8767,112.3761,87.6,87.6,87.6,66,97,7.83,ID
453,Lata,40.1629,-8.3327,38.91,38.91,38.91,92,6,4.81,PT
454,Sagalo,12.2007,-10.6996,63.64,63.64,63.64,28,70,3.15,ML
455,Birjand,32.8663,59.2211,23.47,23.47,23.47,58,0,6.91,IR
456,Ambad,19.6167,75.8,76.12,76.12,76.12,36,85,3.78,IN
457,Shimoda,34.6667,138.95,52.36,52.36,52.36,57,51,19.04,JP
458,Aasiaat,68.7098,-52.8699,26.78,26.78,26.78,73,100,14.36,GL
459,Diriomo,11.8761,-86.0518,70.63,70.63,70.63,91,36,7.11,NI
460,Jinka,5.65,36.65,60.37,60.37,60.37,45,52,4.16,ET
461,Kalkaman,51.9525,76.0211,-0.58,-0.58,-0.58,98,91,8.79,KZ
462,Patos,-7.0244,-37.28,78.8,78.8,78.8,63,25,6.62,BR
463,Katsuura,35.1333,140.3,54.55,54.55,54.55,44,68,15.88,JP
464,Charlemagne,45.7168,-73.4825,18.81,21.72,17.65,86,100,4.61,CA
465,Xigazê,29.25,88.8833,36.25,36.25,36.25,30,1,1.77,CN
466,Dumka,24.2667,87.25,72.25,72.25,72.25,26,8,1.66,IN
467,Lázaro Cárdenas,17.9583,-102.2,76.23,76.23,76.23,83,81,3.42,MX
468,Merizo Village,13.2658,144.6691,85.41,86.58,85.37,81,68,15.93,GU
469,Dazhou,31.2159,107.5009,51.55,51.55,51.55,54,96,8.68,CN
470,Igrim,63.1906,64.4162,7.63,7.63,7.63,96,34,4.63,RU
471,Sukumo,32.9333,132.7333,49.64,49.64,49.64,50,30,14.7,JP
472,Vatra Dornei,47.35,25.3667,32.04,35.56,32.04,92,100,2.53,RO
473,Loma Bonita,8.3833,-80.1667,75.47,75.47,75.47,85,12,13.0,PA
474,Bel Ombre,-4.6167,55.4167,78.64,78.64,78.64,83,75,8.05,SC
475,Ratne,51.6683,24.5303,35.47,35.47,35.47,98,100,4.27,UA
476,Maroantsetra,-15.4333,49.7333,74.77,74.77,74.77,83,89,2.04,MG
477,Cam Pha Mines,21.0167,107.3,66.42,66.42,66.42,60,89,6.76,VN
478,Tadine,-21.55,167.8833,78.78,78.78,78.78,69,97,9.66,NC
479,Deoria,26.5047,83.7872,69.21,69.21,69.21,29,7,6.2,IN
480,Kidal,18.4411,1.4078,55.85,55.85,55.85,23,10,11.32,ML
481,Santiago de Cao,-7.9589,-79.2392,62.73,62.73,62.73,88,87,10.36,PE
482,Telavi,41.9198,45.4731,35.06,35.06,35.06,72,88,3.09,GE
483,Herne Bay,51.373,1.1286,46.11,46.99,45.41,92,100,7.0,GB
484,Bethanie,-26.4833,17.15,70.03,70.03,70.03,41,24,3.71,NA
485,Hargeisa,9.56,44.065,57.61,57.61,57.61,83,56,12.68,SO
486,Andergrove,-21.0833,149.1833,81.36,81.36,81.36,63,6,9.13,AU
487,Taourirt,34.4073,-2.8973,58.39,58.39,58.39,68,100,10.96,MA
488,Lezhnevo,56.7751,40.8917,25.84,25.84,25.84,95,100,9.4,RU
489,Kuvandyk,51.4781,57.3552,-4.65,-4.65,-4.65,99,40,2.91,RU
490,Ashchysay,43.5542,68.8889,11.84,11.84,11.84,88,94,2.39,KZ
491,Newman,37.3138,-121.0208,55.67,55.67,55.67,66,100,4.79,US
492,Nieuw Amsterdam,5.8833,-55.0833,75.72,75.72,75.72,89,15,8.63,SR
493,Kill Devil Hills,36.0307,-75.676,36.23,38.98,35.62,69,0,9.22,US
494,Horta,38.5333,-28.6333,66.02,66.02,64.04,89,40,12.66,PT
495,Orcopampa,-15.2661,-72.3417,50.32,50.32,50.32,33,100,1.32,PE
496,Opuwo,-18.0607,13.84,69.4,69.4,69.4,32,64,1.92,NA
497,Kapaa,22.0752,-159.319,74.48,75.52,74.48,86,75,6.91,US
498,Tual,-5.6667,132.75,81.39,81.39,81.39,81,100,14.18,ID
499,Mermoz Boabab,14.7065,-17.4758,73.18,73.18,73.18,78,100,6.91,SN
500,Sheridan,44.8333,-106.9173,55.18,57.4,55.18,40,100,6.08,US
501,Özalp,38.6548,43.993,17.94,17.94,17.94,73,8,1.57,TR
502,Port Hedland,-20.3167,118.5667,91.45,91.45,91.45,52,100,12.66,AU
503,Kiama,-34.6833,150.8667,70.48,70.57,69.39,81,94,1.01,AU
504,Amboasary,-25.0333,46.3833,79.72,79.72,79.72,73,0,4.72,MG
505,Surin,14.8818,103.4936,79.38,79.38,79.38,60,100,16.44,TH
506,Chai Nat,15.1167,100.1,80.94,80.94,80.94,62,89,12.39,TH
507,Charters Towers,-20.1,146.2667,94.12,94.12,94.12,32,5,10.38,AU
508,Hilo,19.7297,-155.09,74.12,74.12,71.94,94,24,1.99,US
509,Örnsköldsvik,63.2909,18.7153,29.35,29.35,29.35,93,100,2.3,SE
510,Kavaratti,10.5669,72.642,81.72,81.72,81.72,76,51,7.2,IN
511,Prince Rupert,54.3161,-130.3201,44.29,46.09,44.29,81,100,10.36,CA
512,Krasnyy Chikoy,50.3643,108.7512,8.78,8.78,8.78,89,51,0.56,RU
513,Yelizovo,53.1873,158.3805,33.94,33.94,33.94,69,75,6.71,RU
514,Uauá,-9.8414,-39.4817,71.38,71.38,71.38,84,56,11.63,BR
515,Guelendeng,10.9176,15.5501,65.79,65.79,65.79,27,47,6.78,TD
516,Luganville,-15.5333,167.1667,82.08,82.08,82.08,81,82,9.71,VU
517,Mount Isa,-20.7333,139.5,98.37,98.37,98.37,36,75,6.91,AU
518,Bayside,40.8424,-124.0637,53.94,54.59,51.55,97,100,6.15,US
519,San Luis de la Loma,17.2706,-100.8939,76.41,76.41,76.41,82,100,3.89,MX
520,Žabalj,45.3722,20.0639,36.0,36.0,36.0,89,44,8.72,RS
521,Tayga,56.06,85.6197,1.6,1.6,1.6,99,99,4.18,RU
522,Puerto Santa,-8.9906,-78.6456,65.7,65.7,65.7,86,97,9.35,PE
523,Kirakira,-10.4544,161.9205,86.41,86.41,86.41,72,75,8.14,SB
524,Estância,-11.2683,-37.4383,71.74,71.74,71.74,95,76,2.73,BR
525,Zeya,53.75,127.2667,16.27,16.27,16.27,70,24,6.6,RU
526,Mar del Plata,-38.0023,-57.5575,51.21,51.94,50.09,62,40,4.61,AR
527,Muncie,40.1934,-85.3864,39.72,40.93,38.89,57,0,17.27,US
528,Akureyri,65.6835,-18.0878,31.93,31.93,31.93,59,100,13.8,IS
529,Tralee,52.2704,-9.7026,44.13,44.13,44.13,67,54,16.2,IE
530,Datong,40.0936,113.2914,21.22,21.22,21.22,31,0,2.17,CN
531,Utraula,27.3167,82.4167,67.26,67.26,67.26,45,0,6.4,IN
532,Rabaul,-4.1967,152.1721,83.64,83.64,83.64,66,100,1.74,PG
533,Sanga-Sanga,5.0725,119.7853,78.71,78.71,78.71,91,100,7.34,PH
534,Barkly West,-28.5354,24.5215,70.14,70.14,70.14,28,32,6.24,ZA
535,Mizdah,31.4451,12.9801,49.62,49.62,49.62,65,6,13.2,LY
536,Ganges,43.9338,3.7078,43.66,43.66,43.66,76,98,11.97,FR
537,Anicuns,-16.4611,-49.9617,67.06,67.06,67.06,83,0,3.24,BR
538,Mahina,-17.5065,-149.489,85.77,85.77,85.77,54,20,12.66,PF
539,Nagqu Prefecture,31.5,92.0,32.02,32.02,32.02,13,100,15.3,CN
540,La Paz,-16.5,-68.15,50.58,53.58,50.58,88,75,2.3,BO
541,Berezovyy,51.6667,135.7,10.04,10.04,10.04,79,100,2.35,RU
542,Nova Viçosa,-17.8919,-39.3719,74.98,74.98,74.98,92,35,8.61,BR
543,Ta`ū,-14.2336,-169.5144,82.22,82.22,82.22,78,100,12.06,AS
544,Maputo,-25.9653,32.5892,73.08,73.08,72.66,83,75,5.01,MZ
545,Choibalsan,48.0667,114.5,18.82,18.82,18.82,51,0,7.94,MN
546,Patterson,37.4716,-121.1297,52.16,53.55,48.94,67,100,4.9,US
547,Lüderitz,-26.6481,15.1594,65.61,65.61,65.61,63,0,18.63,NA
548,Birżebbuġa,35.8258,14.5269,63.28,63.28,63.28,82,75,13.8,MT
549,Mossamedes,-15.1961,12.1522,70.02,70.02,70.02,83,97,9.46,AO
550,Kitimat,54.0524,-128.6534,35.91,36.68,35.91,31,100,1.3,CA
551,Taoudenni,22.6783,-3.9836,58.71,58.71,58.71,21,28,8.9,ML
552,Neiafu,-18.65,-173.9833,84.88,84.88,84.88,74,75,11.5,TO
553,Ziro,27.6333,93.8333,54.27,54.27,54.27,63,52,2.84,IN
554,Amassoma,4.9692,6.1097,76.03,76.03,76.03,92,53,2.3,NG
555,Puerto Aisén,-45.4,-72.7,44.56,44.56,44.56,98,66,4.18,CL
556,Ali Sabih,11.1558,42.7125,65.77,65.77,65.77,77,11,4.85,DJ
557,Dubrowna,54.5733,30.6906,33.03,33.03,33.03,98,100,11.16,BY
558,Emerald,-23.5333,148.1667,99.34,99.34,99.34,34,2,4.27,AU
559,Iron River,46.0927,-88.6423,33.49,33.49,33.49,86,46,10.18,US
560,Foumbot,5.5079,10.6356,64.9,64.9,64.9,50,99,0.72,CM
561,Bo Rai,12.5728,102.5371,86.5,86.5,86.5,64,71,11.52,TH
